id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.18513,18513,l10n_bg.village,Горна Биркова,PAZ08-23,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.16136,16136,l10n_bg.village,Горна Брезница,BLG28-01,l10n_bg.S04279,l10n_bg.14492,cityhall,base.bg
l10n_bg.18561,18561,l10n_bg.village,Горна Василица,SFO25-01,l10n_bg.S68134,l10n_bg.38902,cityhall,base.bg
l10n_bg.16153,16153,l10n_bg.village,Горна Вереница,MON29-09,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.16198,16198,l10n_bg.village,Горна Гращица,KNL29-09,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.16208,16208,l10n_bg.village,Горна Диканя,PER36-05,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.18527,18527,l10n_bg.village,Горна Дъбева,PAZ08-07,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.16225,16225,l10n_bg.village,Горна Кабда,TGV35-11,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.16239,16239,l10n_bg.village,Горна Ковачица,MON36-02,l10n_bg.S48489,l10n_bg.81390,cityhall,base.bg
l10n_bg.16256,16256,l10n_bg.village,Горна Кремена,VRC27-05,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
l10n_bg.16267,16267,l10n_bg.village,Горна крепост,KRZ16-08,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.16287,16287,l10n_bg.village,Горна кула,KRZ15-08,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.16290,16290,l10n_bg.village,Горна Липница,VTR22-06,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.16300,16300,l10n_bg.village,Горна Лука,MON36-11,l10n_bg.S48489,l10n_bg.81390,cityhall,base.bg
l10n_bg.16328,16328,l10n_bg.village,Горна махала,PDV12-03,l10n_bg.S56784,l10n_bg.35523,cityhall,base.bg
l10n_bg.16345,16345,l10n_bg.village,Горна Митрополия,PVN10-05,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.16376,16376,l10n_bg.village,Горна Росица,GAB29-07,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.16393,16393,l10n_bg.village,Горна Студена,VTR28-05,l10n_bg.S10447,l10n_bg.65766,cityhall,base.bg
l10n_bg.16420,16420,l10n_bg.village,Горна Хубавка,TGV22-10,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.16448,16448,l10n_bg.village,Горни Богров,SOF46-50,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.16451,16451,l10n_bg.village,Горни Вадин,VRC31-02,l10n_bg.S12259,l10n_bg.54020,cityhall,base.bg
l10n_bg.16496,16496,l10n_bg.village,Горни Главанак,HKV18-02,l10n_bg.S77195,l10n_bg.46084,cityhall,base.bg
l10n_bg.16513,16513,l10n_bg.village,Горни Домлян,PDV13-07,l10n_bg.S56784,l10n_bg.36498,cityhall,base.bg
l10n_bg.16537,16537,l10n_bg.village,Горни Дъбник,PVN11-02,l10n_bg.S56722,l10n_bg.22407,cityhall,base.bg
l10n_bg.16571,16571,l10n_bg.village,Горни Лом,VID37-02,l10n_bg.S10971,l10n_bg.81757,cityhall,base.bg
l10n_bg.16599,16599,l10n_bg.village,Горни Окол,SFO39-05,l10n_bg.S68134,l10n_bg.65231,cityhall,base.bg
l10n_bg.16639,16639,l10n_bg.village,Горни Цибър,MON11-04,l10n_bg.S48489,l10n_bg.12543,cityhall,base.bg
l10n_bg.16540,16540,l10n_bg.village,Горник,PVN37-03,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.16674,16674,l10n_bg.village,Горно Абланово,RSE03-04,l10n_bg.S63427,l10n_bg.05611,cityhall,base.bg
l10n_bg.16688,16688,l10n_bg.village,Горно Александрово,SLV20-13,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.16691,16691,l10n_bg.village,Горно Белево,SZR04-03,l10n_bg.S68850,l10n_bg.06183,cityhall,base.bg
l10n_bg.16701,16701,l10n_bg.village,Горно Ботево,SZR31-09,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.16729,16729,l10n_bg.village,Горно Войводино,HKV34-07,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.16754,16754,l10n_bg.village,Горно Драглище,BLG37-04,l10n_bg.S04279,l10n_bg.61813,cityhall,base.bg
l10n_bg.16763,16763,l10n_bg.village,Горно Дряново,BLG13-02,l10n_bg.S04279,l10n_bg.18366,cityhall,base.bg
l10n_bg.16780,16780,l10n_bg.village,Горно Изворово,SZR12-03,l10n_bg.S68850,l10n_bg.35167,cityhall,base.bg
l10n_bg.16794,16794,l10n_bg.village,Горно Камарци,SFO10-05,l10n_bg.S68134,l10n_bg.16314,cityhall,base.bg
l10n_bg.18558,18558,l10n_bg.village,Горно Кирково,KRZ14-07,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.16818,16818,l10n_bg.village,Горно Козарево,TGV22-44,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.77596,77596,l10n_bg.village,Горно Краище,BLG02-11,l10n_bg.S04279,l10n_bg.03504,cityhall,base.bg
l10n_bg.16821,16821,l10n_bg.village,Горно Къпиново,KRZ14-04,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.16849,16849,l10n_bg.village,Горно Новково,TGV22-12,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.16852,16852,l10n_bg.village,Горно ново село,SZR04-04,l10n_bg.S68850,l10n_bg.06183,cityhall,base.bg
l10n_bg.16866,16866,l10n_bg.village,Горно Озирово,MON12-02,l10n_bg.S48489,l10n_bg.12961,cityhall,base.bg
l10n_bg.16883,16883,l10n_bg.village,Горно Павликене,LOV18-08,l10n_bg.S43952,l10n_bg.43952,cityhall,base.bg
l10n_bg.16897,16897,l10n_bg.village,Горно Пещене,VRC10-07,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.16910,16910,l10n_bg.village,Горно Прахово,KRZ02-06,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.16924,16924,l10n_bg.village,Горно Сахране,SZR24-05,l10n_bg.S68850,l10n_bg.55021,cityhall,base.bg
l10n_bg.16986,16986,l10n_bg.village,Горно трапе,LOV34-08,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.17018,17018,l10n_bg.village,Горно Церовене,MON29-21,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.49076,49076,l10n_bg.village,Горно Черковище,SZR12-10,l10n_bg.S68850,l10n_bg.35167,cityhall,base.bg
l10n_bg.17066,17066,l10n_bg.village,Гороцвет,RAZ17-04,l10n_bg.S61710,l10n_bg.44166,cityhall,base.bg
l10n_bg.17107,17107,l10n_bg.village,Горски горен Тръмбеш,VTR06-02,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.17124,17124,l10n_bg.village,Горски долен Тръмбеш,VTR06-03,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.17138,17138,l10n_bg.village,Горски извор,KRZ14-05,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.17141,17141,l10n_bg.village,Горски извор,HKV09-07,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.17155,17155,l10n_bg.village,Горски Сеновец,VTR31-07,l10n_bg.S10447,l10n_bg.69633,cityhall,base.bg
l10n_bg.17172,17172,l10n_bg.village,Горско Абланово,TGV23-02,l10n_bg.S73626,l10n_bg.53552,cityhall,base.bg
l10n_bg.17186,17186,l10n_bg.village,Горско Дюлево,KRZ21-05,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.17213,17213,l10n_bg.village,Горско ново село,VTR14-01,l10n_bg.S10447,l10n_bg.30962,cityhall,base.bg
l10n_bg.17230,17230,l10n_bg.village,Горско село,TGV22-45,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.17244,17244,l10n_bg.village,Горско Сливово,LOV17-01,l10n_bg.S43952,l10n_bg.43476,cityhall,base.bg
l10n_bg.17258,17258,l10n_bg.village,Горталово,PVN24-07,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.17323,17323,l10n_bg.village,Господиново,VAR05-02,l10n_bg.S10135,l10n_bg.07598,cityhall,base.bg
l10n_bg.17347,17347,l10n_bg.village,Господинци,BLG11-05,l10n_bg.S04279,l10n_bg.17395,cityhall,base.bg
l10n_bg.17350,17350,l10n_bg.village,Гостилица,GAB12-04,l10n_bg.S14218,l10n_bg.23947,cityhall,base.bg
l10n_bg.17364,17364,l10n_bg.village,Гостиля,PVN10-16,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.17405,17405,l10n_bg.village,Градево,BLG44-02,l10n_bg.S04279,l10n_bg.66460,cityhall,base.bg
l10n_bg.17419,17419,l10n_bg.village,Градежница,LOV33-08,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.17422,17422,l10n_bg.village,Градец,VID09-11,l10n_bg.S10971,l10n_bg.10971,cityhall,base.bg
l10n_bg.17436,17436,l10n_bg.village,Градец,SLV11-04,l10n_bg.S67338,l10n_bg.39030,cityhall,base.bg
l10n_bg.17449,17449,l10n_bg.village,Градец,SFO26-05,l10n_bg.S68134,l10n_bg.38978,cityhall,base.bg
l10n_bg.17453,17453,l10n_bg.village,Градешница,VRC21-06,l10n_bg.S12259,l10n_bg.39846,cityhall,base.bg
l10n_bg.17470,17470,l10n_bg.village,Градина,PVN11-03,l10n_bg.S56722,l10n_bg.22407,cityhall,base.bg
l10n_bg.17484,17484,l10n_bg.village,Градина,PDV23-05,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.17498,17498,l10n_bg.village,Градина,RAZ17-05,l10n_bg.S61710,l10n_bg.44166,cityhall,base.bg
l10n_bg.17508,17508,l10n_bg.village,Градинарово,VAR24-05,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.17542,17542,l10n_bg.village,Градище,GAB29-08,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.17556,17556,l10n_bg.village,Градище,PVN16-06,l10n_bg.S56722,l10n_bg.43236,cityhall,base.bg
l10n_bg.17573,17573,l10n_bg.village,Градище,SHU30-05,l10n_bg.S83510,l10n_bg.83510,cityhall,base.bg
l10n_bg.17587,17587,l10n_bg.village,Градница,GAB29-09,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.17590,17590,l10n_bg.village,Градница,DOB27-08,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.17600,17600,l10n_bg.village,Градско,SLV20-14,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.17631,17631,l10n_bg.village,Градът,SML31-11,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.17676,17676,l10n_bg.village,Грамаде,SML27-04,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.17680,17680,l10n_bg.village,Грамаждано,KNL29-10,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.17693,17693,l10n_bg.village,Граматиково,BGS12-05,l10n_bg.S07079,l10n_bg.46663,cityhall,base.bg
l10n_bg.17717,17717,l10n_bg.village,Гранит,SZR04-05,l10n_bg.S68850,l10n_bg.06183,cityhall,base.bg
l10n_bg.17748,17748,l10n_bg.village,Гранитово,JAM07-05,l10n_bg.S87374,l10n_bg.27382,cityhall,base.bg
l10n_bg.17751,17751,l10n_bg.village,Граница,KNL29-11,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.17782,17782,l10n_bg.village,Граничар,DOB29-05,l10n_bg.S72624,l10n_bg.83017,cityhall,base.bg
l10n_bg.17806,17806,l10n_bg.village,Граф Игнатиево,PDV17-04,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.17823,17823,l10n_bg.village,Грашево,PAZ08-06,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.17854,17854,l10n_bg.village,Гривица,PVN24-08,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.17868,17868,l10n_bg.village,Гривка,KRZ15-10,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.17871,17871,l10n_bg.village,Гривяк,KRZ14-06,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.17885,17885,l10n_bg.village,Григорево,SFO17-04,l10n_bg.S68134,l10n_bg.27303,cityhall,base.bg
l10n_bg.17909,17909,l10n_bg.village,Грозден,BGS23-06,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.17912,17912,l10n_bg.village,Гроздьово,VAR13-06,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.17943,17943,l10n_bg.village,Громшин,MON04-04,l10n_bg.S48489,l10n_bg.05236,cityhall,base.bg
l10n_bg.17957,17957,l10n_bg.village,Грохотно,SML09-03,l10n_bg.S67653,l10n_bg.20465,cityhall,base.bg
l10n_bg.17988,17988,l10n_bg.village,Груево,KRZ21-06,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.18018,18018,l10n_bg.village,Грънчарово,SLS10-05,l10n_bg.S66425,l10n_bg.24030,cityhall,base.bg
l10n_bg.18054,18054,l10n_bg.village,Гугутка,HKV11-04,l10n_bg.S77195,l10n_bg.32024,cityhall,base.bg
l10n_bg.18071,18071,l10n_bg.village,Гулийка,KRZ15-11,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.18085,18085,l10n_bg.village,Гулия,KRZ15-58,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.18109,18109,l10n_bg.village,Гумощник,LOV34-09,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.18126,18126,l10n_bg.village,Гургулица,KRZ21-07,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.18143,18143,l10n_bg.village,Гурково,SFO07-03,l10n_bg.S68134,l10n_bg.05815,cityhall,base.bg
l10n_bg.18160,18160,l10n_bg.village,Гурково,DOB03-03,l10n_bg.S72624,l10n_bg.02508,cityhall,base.bg
l10n_bg.18174,18174,l10n_bg.village,Гурмазово,SFO06-01,l10n_bg.S68134,l10n_bg.05027,cityhall,base.bg
l10n_bg.18188,18188,l10n_bg.village,Гусла,SHU18-02,l10n_bg.S83510,l10n_bg.36079,cityhall,base.bg
l10n_bg.18191,18191,l10n_bg.village,Гуслар,DOB27-09,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.18201,18201,l10n_bg.village,Гуцал,SFO39-06,l10n_bg.S68134,l10n_bg.65231,cityhall,base.bg
l10n_bg.18215,18215,l10n_bg.village,Гъбене,GAB05-07,l10n_bg.S14218,l10n_bg.14218,cityhall,base.bg
l10n_bg.18229,18229,l10n_bg.village,Гълъбец,BGS17-06,l10n_bg.S07079,l10n_bg.57491,cityhall,base.bg
l10n_bg.18232,18232,l10n_bg.village,Гълъбец,HKV34-08,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.18259,18259,l10n_bg.village,Гълъбинци,JAM25-09,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.18263,18263,l10n_bg.village,Гълъбник,PER36-26,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.00850,00850,l10n_bg.village,Гълъбово,SML02-01,l10n_bg.S67653,l10n_bg.44402,cityhall,base.bg
l10n_bg.18277,18277,l10n_bg.village,Гълъбово,PDV42-01,l10n_bg.S56784,l10n_bg.40467,cityhall,base.bg
l10n_bg.18304,18304,l10n_bg.village,Гъмзово,VID06-03,l10n_bg.S10971,l10n_bg.06224,cityhall,base.bg
l10n_bg.18321,18321,l10n_bg.village,Гърбище,KRZ02-07,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.18352,18352,l10n_bg.village,Гърляно,KNL29-12,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.18374,18374,l10n_bg.village,Гърнати,SML18-04,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.18407,18407,l10n_bg.village,Гърчиново,TGV23-03,l10n_bg.S73626,l10n_bg.53552,cityhall,base.bg
l10n_bg.18410,18410,l10n_bg.village,Гъсково,KRZ16-60,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.18424,18424,l10n_bg.village,Гьоврен,SML09-04,l10n_bg.S67653,l10n_bg.20465,cityhall,base.bg
l10n_bg.18455,18455,l10n_bg.village,Гюешево,KNL29-13,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.18469,18469,l10n_bg.village,Гюльовца,BGS15-03,l10n_bg.S07079,l10n_bg.51500,cityhall,base.bg
l10n_bg.18486,18486,l10n_bg.village,Гюргич,VID33-08,l10n_bg.S10971,l10n_bg.63255,cityhall,base.bg
l10n_bg.20033,20033,l10n_bg.village,Давидково,SML02-06,l10n_bg.S67653,l10n_bg.44402,cityhall,base.bg
l10n_bg.20047,20047,l10n_bg.village,Давидово,SLS15-03,l10n_bg.S66425,l10n_bg.35242,cityhall,base.bg
l10n_bg.20050,20050,l10n_bg.village,Давидово,TGV35-12,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.20064,20064,l10n_bg.village,Дагоново,BLG02-04,l10n_bg.S04279,l10n_bg.03504,cityhall,base.bg
l10n_bg.20105,20105,l10n_bg.village,Дамяница,BLG40-08,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.20119,20119,l10n_bg.village,Дамяново,GAB29-10,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.20153,20153,l10n_bg.village,Даскал-Атанасово,SZR27-05,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.20167,20167,l10n_bg.village,Даскалово,KRZ35-04,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.20208,20208,l10n_bg.village,Дворище,KNL29-14,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.20242,20242,l10n_bg.town,Дебелец,VTR04-13,l10n_bg.S10447,l10n_bg.10447,cityhall,base.bg
l10n_bg.20256,20256,l10n_bg.village,Дебели лаг,PER36-07,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.20273,20273,l10n_bg.village,Дебелт,BGS06-05,l10n_bg.S07079,l10n_bg.17974,cityhall,base.bg
l10n_bg.20300,20300,l10n_bg.village,Дебнево,LOV34-10,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.20314,20314,l10n_bg.village,Дебово,PVN21-04,l10n_bg.S56722,l10n_bg.51723,cityhall,base.bg
l10n_bg.20331,20331,l10n_bg.village,Дебрен,BLG13-03,l10n_bg.S04279,l10n_bg.18366,cityhall,base.bg
l10n_bg.20362,20362,l10n_bg.village,Дебръщица,PAZ19-08,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.20376,20376,l10n_bg.village,Девене,VRC10-08,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.20383,20383,l10n_bg.village,Девенци,PVN37-04,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.20403,20403,l10n_bg.village,Девесилово,KRZ15-14,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.20417,20417,l10n_bg.village,Деветак,BGS09-05,l10n_bg.S07079,l10n_bg.36525,cityhall,base.bg
l10n_bg.24966,24966,l10n_bg.village,Девинци,KRZ21-28,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.20496,20496,l10n_bg.village,Дедец,KRZ14-55,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.24880,24880,l10n_bg.village,Дедино,KRZ02-39,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.20537,20537,l10n_bg.village,Деков,PVN03-02,l10n_bg.S56722,l10n_bg.03366,cityhall,base.bg
l10n_bg.20554,20554,l10n_bg.village,Делвино,KRZ14-08,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.20568,20568,l10n_bg.village,Делейна,VID06-04,l10n_bg.S10971,l10n_bg.06224,cityhall,base.bg
l10n_bg.20609,20609,l10n_bg.village,Делчево,RAZ14-05,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.20643,20643,l10n_bg.village,Денница,SHU07-05,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.20688,20688,l10n_bg.village,Дерманци,LOV19-03,l10n_bg.S43952,l10n_bg.44327,cityhall,base.bg
l10n_bg.02765,02765,l10n_bg.village,Детелина,BGS09-02,l10n_bg.S07079,l10n_bg.36525,cityhall,base.bg
l10n_bg.20701,20701,l10n_bg.village,Детелина,VAR13-07,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.20732,20732,l10n_bg.village,Джанка,KRZ15-15,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.20755,20755,l10n_bg.village,Джелепско,KRZ21-08,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.20763,20763,l10n_bg.village,Джерман,KNL48-06,l10n_bg.S41112,l10n_bg.68789,cityhall,base.bg
l10n_bg.20777,20777,l10n_bg.village,Джерово,KRZ14-09,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.20780,20780,l10n_bg.village,Джигурово,BLG40-10,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.20804,20804,l10n_bg.village,Джинот,JAM22-21,l10n_bg.S87374,l10n_bg.69660,cityhall,base.bg
l10n_bg.20835,20835,l10n_bg.village,Джулюница,VTR20-01,l10n_bg.S10447,l10n_bg.44793,cityhall,base.bg
l10n_bg.20849,20849,l10n_bg.village,Джулюница,RSE37-09,l10n_bg.S63427,l10n_bg.78361,cityhall,base.bg
l10n_bg.20897,20897,l10n_bg.village,Джурово,SFO34-02,l10n_bg.S68134,l10n_bg.58030,cityhall,base.bg
l10n_bg.20938,20938,l10n_bg.village,Дибич,SHU30-06,l10n_bg.S83510,l10n_bg.83510,cityhall,base.bg
l10n_bg.20986,20986,l10n_bg.village,Дивотино,PER32-06,l10n_bg.S55871,l10n_bg.55871,cityhall,base.bg
l10n_bg.20996,20996,l10n_bg.village,Дивчовото,LOV33-09,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.21004,21004,l10n_bg.village,Диманово,SML18-05,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.21078,21078,l10n_bg.village,Димитровче,HKV28-02,l10n_bg.S77195,l10n_bg.65677,cityhall,base.bg
l10n_bg.21138,21138,l10n_bg.village,Димча,VTR22-07,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.21141,21141,l10n_bg.village,Димчево,BGS04-14,l10n_bg.S07079,l10n_bg.07079,cityhall,base.bg
l10n_bg.21155,21155,l10n_bg.village,Динево,HKV34-09,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.21169,21169,l10n_bg.village,Динк,PDV17-05,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.21172,21172,l10n_bg.village,Динката,PAZ14-02,l10n_bg.S55155,l10n_bg.43369,cityhall,base.bg
l10n_bg.21193,21193,l10n_bg.village,Динково,VID33-02,l10n_bg.S10971,l10n_bg.63255,cityhall,base.bg
l10n_bg.21209,21209,l10n_bg.village,Диня,SZR27-06,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.24935,24935,l10n_bg.village,Дисевица,PVN24-09,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.21230,21230,l10n_bg.village,Дичево,SLS07-04,l10n_bg.S66425,l10n_bg.15031,cityhall,base.bg
l10n_bg.21244,21244,l10n_bg.village,Дичин,VTR04-14,l10n_bg.S10447,l10n_bg.10447,cityhall,base.bg
l10n_bg.21258,21258,l10n_bg.village,Длъгнево,HKV09-08,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.21289,21289,l10n_bg.village,Длъжко,SHU11-06,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.21333,21333,l10n_bg.village,Добра поляна,BGS18-05,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.21381,21381,l10n_bg.village,Добревци,LOV38-04,l10n_bg.S43952,l10n_bg.87014,cityhall,base.bg
l10n_bg.21405,21405,l10n_bg.village,Добри Войниково,SHU11-07,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.21436,21436,l10n_bg.village,Добри дол,MON24-11,l10n_bg.S48489,l10n_bg.44238,cityhall,base.bg
l10n_bg.21453,21453,l10n_bg.village,Добри дял,VTR20-02,l10n_bg.S10447,l10n_bg.44793,cityhall,base.bg
l10n_bg.21467,21467,l10n_bg.village,Добри лаки,BLG49-04,l10n_bg.S04279,l10n_bg.69969,cityhall,base.bg
l10n_bg.21470,21470,l10n_bg.village,Добрин,DOB20-05,l10n_bg.S72624,l10n_bg.40097,cityhall,base.bg
l10n_bg.21484,21484,l10n_bg.village,Добрина,VAR24-06,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.21498,21498,l10n_bg.town,Добринище,BLG01-02,l10n_bg.S04279,l10n_bg.02676,cityhall,base.bg
l10n_bg.21508,21508,l10n_bg.village,Добриново,BGS09-07,l10n_bg.S07079,l10n_bg.36525,cityhall,base.bg
l10n_bg.21525,21525,l10n_bg.village,Добринци,KRZ08-04,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.21539,21539,l10n_bg.village,Добрич,HKV09-09,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
