id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.69047,69047,l10n_bg.village,Старо селище,RAZ14-20,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.69050,69050,l10n_bg.village,Старо село,VRC27-24,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
l10n_bg.69064,69064,l10n_bg.village,Старо село,PER36-24,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.69078,69078,l10n_bg.village,Старо село,SLS34-08,l10n_bg.S66425,l10n_bg.73496,cityhall,base.bg
l10n_bg.69081,69081,l10n_bg.village,Старо село,SLV20-39,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.70500,70500,l10n_bg.village,Старо село,LOV34-24,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.68953,68953,l10n_bg.village,Старово,KRZ14-37,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.68970,68970,l10n_bg.village,Старозагорски бани,SZR31-45,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.69002,69002,l10n_bg.village,Старопатица,VID22-05,l10n_bg.S10971,l10n_bg.40525,cityhall,base.bg
l10n_bg.69016,69016,l10n_bg.village,Старосел,PDV37-10,l10n_bg.S56784,l10n_bg.77270,cityhall,base.bg
l10n_bg.69095,69095,l10n_bg.village,Староселци,PVN23-03,l10n_bg.S56722,l10n_bg.55782,cityhall,base.bg
l10n_bg.69105,69105,l10n_bg.village,Старцево,SML11-05,l10n_bg.S67653,l10n_bg.31111,cityhall,base.bg
l10n_bg.69119,69119,l10n_bg.village,Старчево,BLG33-40,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.69136,69136,l10n_bg.village,Старчище,TGV02-10,l10n_bg.S73626,l10n_bg.00518,cityhall,base.bg
l10n_bg.69146,69146,l10n_bg.village,Стеврек,TGV02-11,l10n_bg.S73626,l10n_bg.00518,cityhall,base.bg
l10n_bg.69153,69153,l10n_bg.village,Стежерово,PVN16-11,l10n_bg.S56722,l10n_bg.43236,cityhall,base.bg
l10n_bg.69167,69167,l10n_bg.village,Стенско,KNL29-41,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.69170,69170,l10n_bg.village,Стефан Караджа,VAR09-18,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.69184,69184,l10n_bg.village,Стефан Караджа,SLS07-20,l10n_bg.S66425,l10n_bg.15031,cityhall,base.bg
l10n_bg.69198,69198,l10n_bg.village,Стефан Караджа,DOB15-57,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.69208,69208,l10n_bg.village,Стефан Караджово,JAM03-16,l10n_bg.S87374,l10n_bg.05284,cityhall,base.bg
l10n_bg.17467,17467,l10n_bg.village,Стефан Стамболово,VTR26-02,l10n_bg.S10447,l10n_bg.57354,cityhall,base.bg
l10n_bg.69239,69239,l10n_bg.village,Стефаново,PER36-25,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.69242,69242,l10n_bg.village,Стефаново,DOB15-58,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.69261,69261,l10n_bg.village,Стоб,KNL27-08,l10n_bg.S41112,l10n_bg.39116,cityhall,base.bg
l10n_bg.69273,69273,l10n_bg.village,Стоево,PDV01-18,l10n_bg.S56784,l10n_bg.00702,cityhall,base.bg
l10n_bg.69300,69300,l10n_bg.village,Стожер,DOB15-59,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.69314,69314,l10n_bg.village,Стоил войвода,SLV16-27,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.69345,69345,l10n_bg.village,Стойките,SML31-33,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.69359,69359,l10n_bg.village,Стойково,HKV34-31,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.69417,69417,l10n_bg.village,Стоките,GAB29-26,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.69420,69420,l10n_bg.village,Столетово,PDV13-26,l10n_bg.S56784,l10n_bg.36498,cityhall,base.bg
l10n_bg.69448,69448,l10n_bg.village,Столник,SFO17-16,l10n_bg.S68134,l10n_bg.27303,cityhall,base.bg
l10n_bg.69451,69451,l10n_bg.village,Столът,GAB29-27,l10n_bg.S14218,l10n_bg.65927,cityhall,base.bg
l10n_bg.69465,69465,l10n_bg.village,Стоманево,SML09-12,l10n_bg.S67653,l10n_bg.20465,cityhall,base.bg
l10n_bg.69482,69482,l10n_bg.village,Стоманци,KRZ14-38,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.69506,69506,l10n_bg.village,Стоян Михайловски,SHU22-14,l10n_bg.S83510,l10n_bg.52009,cityhall,base.bg
l10n_bg.69554,69554,l10n_bg.village,Стояновци,VRC32-08,l10n_bg.S12259,l10n_bg.62997,cityhall,base.bg
l10n_bg.69585,69585,l10n_bg.village,Стража,SML31-34,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.69599,69599,l10n_bg.village,Стража,TGV35-36,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.69612,69612,l10n_bg.village,Стражевци,KRZ16-91,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.70860,70860,l10n_bg.village,Стражец,RAZ26-15,l10n_bg.S61710,l10n_bg.61710,cityhall,base.bg
l10n_bg.69643,69643,l10n_bg.village,Стражица,DOB03-16,l10n_bg.S72624,l10n_bg.02508,cityhall,base.bg
l10n_bg.69657,69657,l10n_bg.village,Стражница,KRZ35-35,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.69688,69688,l10n_bg.village,Странджево,KRZ15-41,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.69691,69691,l10n_bg.village,Странско,HKV09-23,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.69715,69715,l10n_bg.village,Страхил войвода,KRZ16-92,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.69729,69729,l10n_bg.village,Страхилица,SHU07-10,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.69732,69732,l10n_bg.village,Страхилово,VTR26-15,l10n_bg.S10447,l10n_bg.57354,cityhall,base.bg
l10n_bg.69746,69746,l10n_bg.village,Страцин,BGS17-16,l10n_bg.S07079,l10n_bg.57491,cityhall,base.bg
l10n_bg.69759,69759,l10n_bg.village,Страшимир,SML11-06,l10n_bg.S67653,l10n_bg.31111,cityhall,base.bg
l10n_bg.69763,69763,l10n_bg.village,Страшимирово,VAR04-04,l10n_bg.S10135,l10n_bg.03719,cityhall,base.bg
l10n_bg.69780,69780,l10n_bg.village,Стрелец,VTR06-11,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.69794,69794,l10n_bg.village,Стрелец,SZR31-46,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.69818,69818,l10n_bg.village,Стрелци,PDV07-11,l10n_bg.S56784,l10n_bg.06361,cityhall,base.bg
l10n_bg.69821,69821,l10n_bg.village,Стрелци,SLV11-17,l10n_bg.S67338,l10n_bg.39030,cityhall,base.bg
l10n_bg.69849,69849,l10n_bg.village,Стремово,KRZ16-93,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.69852,69852,l10n_bg.village,Стремци,KRZ16-37,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.69866,69866,l10n_bg.village,Стрижба,KRZ14-39,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.69874,69874,l10n_bg.village,Строево,PDV17-15,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.69924,69924,l10n_bg.village,Струино,SHU30-20,l10n_bg.S83510,l10n_bg.83510,cityhall,base.bg
l10n_bg.69938,69938,l10n_bg.village,Струма,BLG40-39,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.69941,69941,l10n_bg.village,Струмешница,BLG33-41,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.69972,69972,l10n_bg.village,Струпец,VRC32-09,l10n_bg.S12259,l10n_bg.62997,cityhall,base.bg
l10n_bg.69986,69986,l10n_bg.village,Струпец,SLV20-40,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.69990,69990,l10n_bg.village,Струя,BGS18-31,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.70010,70010,l10n_bg.village,Стряма,PDV25-04,l10n_bg.S56784,l10n_bg.62075,cityhall,base.bg
l10n_bg.70024,70024,l10n_bg.village,Стубел,MON29-19,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.70104,70104,l10n_bg.village,Студен кладенец,KRZ15-42,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.70038,70038,l10n_bg.village,Студена,PER32-17,l10n_bg.S55871,l10n_bg.55871,cityhall,base.bg
l10n_bg.70041,70041,l10n_bg.village,Студена,SML16-28,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.70055,70055,l10n_bg.village,Студена,HKV28-13,l10n_bg.S77195,l10n_bg.65677,cityhall,base.bg
l10n_bg.70069,70069,l10n_bg.village,Студенец,RAZ17-23,l10n_bg.S61710,l10n_bg.44166,cityhall,base.bg
l10n_bg.70099,70099,l10n_bg.village,Студеница,SHU11-16,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.70113,70113,l10n_bg.village,Студено буче,MON29-20,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.70127,70127,l10n_bg.village,Стъргел,SFO10-12,l10n_bg.S68134,l10n_bg.16314,cityhall,base.bg
l10n_bg.70130,70130,l10n_bg.village,Стърмен,RSE04-14,l10n_bg.S63427,l10n_bg.07603,cityhall,base.bg
l10n_bg.70158,70158,l10n_bg.village,Стърница,SML02-12,l10n_bg.S67653,l10n_bg.44402,cityhall,base.bg
l10n_bg.70202,70202,l10n_bg.village,Сулица,SZR31-47,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.70233,70233,l10n_bg.village,Сумер,MON29-26,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.70250,70250,l10n_bg.village,Сусам,HKV19-09,l10n_bg.S77195,l10n_bg.48297,cityhall,base.bg
l10n_bg.70278,70278,l10n_bg.village,Суха река,SHU23-09,l10n_bg.S83510,l10n_bg.58222,cityhall,base.bg
l10n_bg.70281,70281,l10n_bg.village,Сухаче,PVN37-11,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.70319,70319,l10n_bg.village,Сухово,KRZ02-23,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.70336,70336,l10n_bg.village,Суходол,SLS07-21,l10n_bg.S66425,l10n_bg.15031,cityhall,base.bg
l10n_bg.70353,70353,l10n_bg.village,Сухозем,PDV12-16,l10n_bg.S56784,l10n_bg.35523,cityhall,base.bg
l10n_bg.70384,70384,l10n_bg.village,Сушево,RAZ11-06,l10n_bg.S61710,l10n_bg.30065,cityhall,base.bg
l10n_bg.70398,70398,l10n_bg.village,Сушина,SHU10-18,l10n_bg.S83510,l10n_bg.12766,cityhall,base.bg
l10n_bg.70408,70408,l10n_bg.village,Сушица,VTR31-17,l10n_bg.S10447,l10n_bg.69633,cityhall,base.bg
l10n_bg.70456,70456,l10n_bg.village,Събрано,SLV16-32,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.70473,70473,l10n_bg.village,Съдиево,BGS01-12,l10n_bg.S07079,l10n_bg.00151,cityhall,base.bg
l10n_bg.70487,70487,l10n_bg.village,Съдиево,SLV16-29,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.70490,70490,l10n_bg.village,Съдийско поле,SLV16-34,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.70514,70514,l10n_bg.village,Съединение,BGS23-20,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.70545,70545,l10n_bg.village,Съединение,TGV35-37,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.70559,70559,l10n_bg.village,Сърнак,KRZ15-56,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.70576,70576,l10n_bg.village,Сърнево,BGS09-24,l10n_bg.S07079,l10n_bg.36525,cityhall,base.bg
l10n_bg.70586,70586,l10n_bg.village,Сърнево,SZR27-18,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.70593,70593,l10n_bg.village,Сърнегор,PDV07-12,l10n_bg.S56784,l10n_bg.06361,cityhall,base.bg
l10n_bg.70617,70617,l10n_bg.village,Сърнец,DOB27-22,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.70651,70651,l10n_bg.village,Сърница,HKV19-10,l10n_bg.S77195,l10n_bg.48297,cityhall,base.bg
l10n_bg.72045,72045,l10n_bg.village,Таваличево,KNL29-42,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.72062,72062,l10n_bg.village,Таймище,TGV02-15,l10n_bg.S73626,l10n_bg.00518,cityhall,base.bg
l10n_bg.72076,72076,l10n_bg.village,Тамарино,JAM22-24,l10n_bg.S87374,l10n_bg.69660,cityhall,base.bg
l10n_bg.72093,72093,l10n_bg.village,Татарево,PDV23-18,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.72103,72103,l10n_bg.village,Татарево,HKV19-11,l10n_bg.S77195,l10n_bg.48297,cityhall,base.bg
l10n_bg.72117,72117,l10n_bg.village,Татари,PVN03-05,l10n_bg.S56722,l10n_bg.03366,cityhall,base.bg
l10n_bg.72134,72134,l10n_bg.village,Татул,KRZ21-44,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.72148,72148,l10n_bg.village,Твърдинци,TGV35-51,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.72151,72151,l10n_bg.village,Твърдица,BGS04-12,l10n_bg.S07079,l10n_bg.07079,cityhall,base.bg
l10n_bg.72182,72182,l10n_bg.village,Текето,HKV34-32,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.72196,72196,l10n_bg.village,Телериг,DOB20-15,l10n_bg.S72624,l10n_bg.40097,cityhall,base.bg
l10n_bg.72206,72206,l10n_bg.village,Телиш,PVN37-12,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.72211,72211,l10n_bg.village,Телчарка,KRZ08-17,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.47809,47809,l10n_bg.village,Теменуга,KRZ02-34,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.72240,72240,l10n_bg.village,Тенево,JAM25-38,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.72268,72268,l10n_bg.village,Теплен,BLG52-13,l10n_bg.S04279,l10n_bg.77058,cityhall,base.bg
l10n_bg.72285,72285,l10n_bg.village,Тервел,SHU11-17,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.72309,72309,l10n_bg.village,Терзийско,LOV34-18,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.72337,72337,l10n_bg.village,Тертер,RAZ16-12,l10n_bg.S61710,l10n_bg.40422,cityhall,base.bg
l10n_bg.72357,72357,l10n_bg.village,Тетово,RSE27-12,l10n_bg.S63427,l10n_bg.63427,cityhall,base.bg
l10n_bg.72374,72374,l10n_bg.village,Тешово,BLG52-14,l10n_bg.S04279,l10n_bg.77058,cityhall,base.bg
l10n_bg.72391,72391,l10n_bg.village,Тикале,SML31-35,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.72401,72401,l10n_bg.village,Тимарево,SHU11-18,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.72429,72429,l10n_bg.village,Тинтява,KRZ15-43,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.72432,72432,l10n_bg.village,Типченица,VRC27-25,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
l10n_bg.72463,72463,l10n_bg.village,Тихомир,KRZ14-40,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.72477,72477,l10n_bg.village,Тихомирово,SZR27-19,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.72480,72480,l10n_bg.village,Тича,SLV11-18,l10n_bg.S67338,l10n_bg.39030,cityhall,base.bg
l10n_bg.72504,72504,l10n_bg.village,Тишевица,VRC10-18,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.72521,72521,l10n_bg.village,Тлачене,VRC08-13,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.72549,72549,l10n_bg.village,Тодор Икономово,SHU18-12,l10n_bg.S83510,l10n_bg.36079,cityhall,base.bg
l10n_bg.72552,72552,l10n_bg.village,Тодоричене,LOV19-10,l10n_bg.S43952,l10n_bg.44327,cityhall,base.bg
l10n_bg.72566,72566,l10n_bg.village,Тодорово,PVN24-21,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.72578,72578,l10n_bg.village,Тодорово,RAZ14-21,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.72610,72610,l10n_bg.village,Токачка,KRZ15-44,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.72655,72655,l10n_bg.village,Томпсън,SFO43-30,l10n_bg.S68134,l10n_bg.65869,cityhall,base.bg
l10n_bg.72693,72693,l10n_bg.village,Топола,DOB17-16,l10n_bg.S72624,l10n_bg.35064,cityhall,base.bg
l10n_bg.72709,72709,l10n_bg.village,Тополи,VAR06-10,l10n_bg.S10135,l10n_bg.10135,cityhall,base.bg
l10n_bg.72713,72713,l10n_bg.village,Тополи дол,PAZ19-26,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.72727,72727,l10n_bg.village,Тополица,BGS01-13,l10n_bg.S07079,l10n_bg.00151,cityhall,base.bg
l10n_bg.72730,72730,l10n_bg.village,Тополка,KRZ15-62,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.72744,72744,l10n_bg.village,Тополница,BLG33-42,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.72758,72758,l10n_bg.village,Тополница,KNL48-14,l10n_bg.S41112,l10n_bg.68789,cityhall,base.bg
l10n_bg.72775,72775,l10n_bg.village,Тополовец,VID22-06,l10n_bg.S10971,l10n_bg.40525,cityhall,base.bg
l10n_bg.73924,73924,l10n_bg.village,Тополовец,VID33-11,l10n_bg.S10971,l10n_bg.63255,cityhall,base.bg
l10n_bg.72789,72789,l10n_bg.village,Тополово,PDV01-19,l10n_bg.S56784,l10n_bg.00702,cityhall,base.bg
l10n_bg.72792,72792,l10n_bg.village,Тополово,HKV18-12,l10n_bg.S77195,l10n_bg.46084,cityhall,base.bg
l10n_bg.72816,72816,l10n_bg.village,Тополчане,SLV20-41,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.72824,72824,l10n_bg.village,Тополяне,SZR27-23,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.72833,72833,l10n_bg.village,Топузево,SLV11-19,l10n_bg.S67338,l10n_bg.39030,cityhall,base.bg
l10n_bg.72850,72850,l10n_bg.village,Топчии,RAZ26-19,l10n_bg.S61710,l10n_bg.61710,cityhall,base.bg
l10n_bg.72864,72864,l10n_bg.village,Топчийско,BGS18-32,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.43058,43058,l10n_bg.village,Торос,LOV19-06,l10n_bg.S43952,l10n_bg.44327,cityhall,base.bg
l10n_bg.72881,72881,l10n_bg.village,Тотлебен,PVN27-07,l10n_bg.S56722,l10n_bg.57772,cityhall,base.bg
l10n_bg.72895,72895,l10n_bg.village,Точилари,RAZ16-14,l10n_bg.S61710,l10n_bg.40422,cityhall,base.bg
l10n_bg.72919,72919,l10n_bg.village,Тошевци,VID15-06,l10n_bg.S10971,l10n_bg.17645,cityhall,base.bg
l10n_bg.72940,72940,l10n_bg.village,Трайково,MON24-09,l10n_bg.S48489,l10n_bg.44238,cityhall,base.bg
l10n_bg.72953,72953,l10n_bg.village,Тракиец,HKV34-33,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.72970,72970,l10n_bg.village,Тракия,SZR23-11,l10n_bg.S68850,l10n_bg.53576,cityhall,base.bg
l10n_bg.73002,73002,l10n_bg.village,Трапище,RAZ17-25,l10n_bg.S61710,l10n_bg.44166,cityhall,base.bg
l10n_bg.73016,73016,l10n_bg.village,Трапоклово,SLV20-42,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.73033,73033,l10n_bg.village,Требище,SML31-36,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.73050,73050,l10n_bg.village,Трем,SHU11-19,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.73078,73078,l10n_bg.village,Трескавец,TGV02-13,l10n_bg.S73626,l10n_bg.00518,cityhall,base.bg
l10n_bg.73119,73119,l10n_bg.village,Три кладенци,VRC10-19,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.73136,73136,l10n_bg.village,Три могили,KRZ16-46,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.73081,73081,l10n_bg.village,Триводици,PDV41-04,l10n_bg.S56784,l10n_bg.51980,cityhall,base.bg
l10n_bg.73095,73095,l10n_bg.village,Тригорци,DOB03-17,l10n_bg.S72624,l10n_bg.02508,cityhall,base.bg
l10n_bg.73105,73105,l10n_bg.village,Триград,SML09-13,l10n_bg.S67653,l10n_bg.20465,cityhall,base.bg
l10n_bg.73122,73122,l10n_bg.village,Трилистник,PDV17-16,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.73170,73170,l10n_bg.village,Троица,SHU23-10,l10n_bg.S83510,l10n_bg.58222,cityhall,base.bg
l10n_bg.73208,73208,l10n_bg.village,Троян,HKV29-07,l10n_bg.S77195,l10n_bg.47278,cityhall,base.bg
l10n_bg.73211,73211,l10n_bg.village,Трояново,BGS08-10,l10n_bg.S07079,l10n_bg.35883,cityhall,base.bg
l10n_bg.73225,73225,l10n_bg.village,Трояново,SZR27-21,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.73242,73242,l10n_bg.village,Труд,PDV17-17,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.73256,73256,l10n_bg.village,Трудовец,SFO07-12,l10n_bg.S68134,l10n_bg.05815,cityhall,base.bg
l10n_bg.73262,73262,l10n_bg.village,Тръбач,RAZ17-26,l10n_bg.S61710,l10n_bg.44166,cityhall,base.bg
l10n_bg.73287,73287,l10n_bg.village,Трънак,BGS18-33,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.73314,73314,l10n_bg.village,Трънково,SZR27-22,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.73328,73328,l10n_bg.village,Трънково,JAM07-19,l10n_bg.S87374,l10n_bg.27382,cityhall,base.bg
l10n_bg.73345,73345,l10n_bg.village,Трънчовица,PVN16-12,l10n_bg.S56722,l10n_bg.43236,cityhall,base.bg
l10n_bg.73359,73359,l10n_bg.town,Тръстеник,PVN10-15,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.73362,73362,l10n_bg.village,Тръстеник,RSE13-08,l10n_bg.S63427,l10n_bg.32095,cityhall,base.bg
l10n_bg.73376,73376,l10n_bg.village,Тръстика,TGV24-32,l10n_bg.S73626,l10n_bg.57649,cityhall,base.bg
l10n_bg.73388,73388,l10n_bg.village,Тръстиково,BGS08-11,l10n_bg.S07079,l10n_bg.35883,cityhall,base.bg
l10n_bg.73393,73393,l10n_bg.village,Тръстиково,VAR01-14,l10n_bg.S10135,l10n_bg.00084,cityhall,base.bg
l10n_bg.73420,73420,l10n_bg.village,Тулово,SZR22-16,l10n_bg.S68850,l10n_bg.49494,cityhall,base.bg
l10n_bg.73451,73451,l10n_bg.village,Турия,SZR24-10,l10n_bg.S68850,l10n_bg.55021,cityhall,base.bg
l10n_bg.73479,73479,l10n_bg.village,Туроковци,PER51-25,l10n_bg.S55871,l10n_bg.73273,cityhall,base.bg
l10n_bg.73506,73506,l10n_bg.village,Тутраканци,VAR24-20,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.73519,73519,l10n_bg.village,Туховища,BLG42-12,l10n_bg.S04279,l10n_bg.65440,cityhall,base.bg
l10n_bg.73523,73523,l10n_bg.village,Тученица,PVN24-22,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.73537,73537,l10n_bg.village,Тушовица,SHU10-14,l10n_bg.S83510,l10n_bg.12766,cityhall,base.bg
l10n_bg.73540,73540,l10n_bg.village,Тъжа,SZR24-11,l10n_bg.S68850,l10n_bg.55021,cityhall,base.bg
l10n_bg.73554,73554,l10n_bg.village,Тъкач,SHU18-13,l10n_bg.S83510,l10n_bg.36079,cityhall,base.bg
l10n_bg.73883,73883,l10n_bg.village,Тънка бара,SML18-14,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.73571,73571,l10n_bg.village,Тънково,BGS15-09,l10n_bg.S07079,l10n_bg.51500,cityhall,base.bg
l10n_bg.73585,73585,l10n_bg.village,Тънково,HKV30-23,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.73599,73599,l10n_bg.village,Тънкото,SML16-30,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.73612,73612,l10n_bg.village,Търговище,VID37-07,l10n_bg.S10971,l10n_bg.81757,cityhall,base.bg
l10n_bg.73897,73897,l10n_bg.village,Търна,KRZ02-36,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.73643,73643,l10n_bg.village,Търнава,VRC08-14,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.73657,73657,l10n_bg.village,Търнава,JAM25-39,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.73660,73660,l10n_bg.village,Търнак,VRC08-15,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.73674,73674,l10n_bg.village,Търнене,PVN24-23,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.73688,73688,l10n_bg.village,Търничени,SZR24-12,l10n_bg.S68850,l10n_bg.55021,cityhall,base.bg
l10n_bg.73691,73691,l10n_bg.village,Търновлаг,KNL29-43,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.73701,73701,l10n_bg.village,Търновца,TGV35-38,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.73715,73715,l10n_bg.village,Търновци,KRZ08-18,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.73729,73729,l10n_bg.village,Търновци,SLS34-10,l10n_bg.S66425,l10n_bg.73496,cityhall,base.bg
l10n_bg.73732,73732,l10n_bg.village,Търносливка,KRZ02-15,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
